year,donor_name,recipient_name,usd_disbursement,usd_disbursement_deflated
2018,Germany,Tajikistan,0.154975,0.155819
2018,Belgium,South Africa,0.044258,0.044548
2018,Belgium,Democratic Republic of the Congo,0.234437,0.23597
2018,Belgium,Benin,0.062697,0.063107
2018,Belgium,Burundi,0.543548,0.547103
2018,Belgium,West Bank and Gaza Strip,0.582385,0.586194
2018,Belgium,Philippines,0.114392,0.11514
2018,Belgium,"Far East Asia, regional",0.280535,0.282369
2018,Belgium,Burkina Faso,0.089382,0.089966
2018,United States,Guinea,0.02119,0.024439
2018,United States,Philippines,0.00209,0.00241
2018,United States,Madagascar,0.93086,1.073568
2018,United States,"Bilateral, unspecified",49.18593,56.726566
2018,United States,Cameroon,1.12877,1.301821
2018,United States,Benin,0.06994,0.080662
2018,United States,Democratic Republic of the Congo,1.24074,1.430956
2018,United States,Viet Nam,5.67994,6.550725
2018,United States,Dominican Republic,0.90053,1.038589
2018,United States,Liberia,0.89166,1.028359
2018,United States,Jordan,18.06023,20.829023
2018,United States,Senegal,1.88199,2.170516
2018,United States,West Bank and Gaza Strip,14.94568,17.236985
2018,United States,Haiti,4.97209,5.734354
2018,United States,Somalia,0,0
2018,United States,Mexico,0.04268,0.049224
2018,United States,Uganda,1.64083,1.892383
2018,United States,Panama,0.9888,1.140391
2018,United States,Ghana,1.20734,1.392438
2018,United States,Argentina,0.19875,0.22922
2018,United States,Cambodia,0.72559,0.836829
2018,United States,Paraguay,1.61498,1.86257
2018,United States,Georgia,1.99255,2.298025
2018,United States,Egypt,6.50067,7.49728
2018,United States,Guatemala,0.67939,0.783547
2018,United States,El Salvador,0.30314,0.349613
2018,United States,Brazil,0.15988,0.184391
2018,United States,Nepal,2.34396,2.70331
2018,United States,Peru,0.28183,0.325037
2018,United States,South Africa,0.97292,1.122076
2018,United States,Colombia,25.6835,29.621006
2018,United States,Moldova,0.63569,0.733147
2018,United States,Honduras,0.24709,0.284971
2018,United States,Myanmar,0.75511,0.870875
2018,United States,Bolivia,0.07069,0.081528
2018,United States,Nicaragua,0.0061,0.007035
2018,United States,Sri Lanka,0.49078,0.566021
2018,United States,China (People's Republic of),1.43938,1.66005
2018,United States,"Caribbean, regional",7.27057,8.385213
2018,United States,Rwanda,0.29881,0.34462
2018,United States,India,3.03775,3.503464
2018,United States,Kazakhstan,0.02684,0.030955
2018,United States,Jamaica,2.35137,2.711857
2018,United States,Ethiopia,0.857,0.988386
2018,United States,Zimbabwe,0.35849,0.413449
2018,United States,Togo,0.18947,0.218517
2018,United States,Sierra Leone,0.075,0.086498
2018,United States,Sudan,0.49972,0.576331
2018,United States,Côte d'Ivoire,0.10261,0.118341
2018,United States,Armenia,0.57615,0.664479
2018,United States,North Macedonia,0.09571,0.110383
2018,United States,Kenya,1.48208,1.709295
2018,United States,Mozambique,0.16167,0.186455
2018,United States,Tanzania,0.33392,0.385113
2018,United States,Botswana,0.06049,0.069764
2018,United States,Lao People's Democratic Republic,1.4049,1.620283
2018,United States,Bosnia and Herzegovina,0.10414,0.120106
2018,United States,Angola,0,0
2018,United States,Gambia,0.61257,0.706481
2018,United States,Afghanistan,6.9165,7.97686
2018,United States,Albania,5e-04,0.000577
2018,United States,Bangladesh,0.059,0.068045
2018,United States,Zambia,3.59422,4.145246
2018,United States,"South of Sahara, regional",0,0
2018,United States,Marshall Islands,0,0
2018,United States,Belarus,0.12677,0.146205
2018,Kuwait,Uzbekistan,0,0
2018,France,Vanuatu,0.025851,0.025052
2018,France,Madagascar,0.335673,0.325299
2018,France,Niger,0.072922,0.070669
2018,France,Wallis and Futuna,0.172988,0.167642
2018,France,Benin,0.145504,0.141008
2018,France,Armenia,0.106682,0.103385
2018,France,"Africa, regional",1.836422,1.779668
2018,France,Georgia,0.182316,0.176681
2018,France,Tanzania,0.00708,0.006862
2018,France,Kazakhstan,0.009766,0.009464
2018,France,Kosovo,0.041804,0.040512
2018,France,China (People's Republic of),0.007798,0.007557
2018,France,Democratic Republic of the Congo,0.014163,0.013725
2018,France,Colombia,0.195195,0.189163
2018,France,Thailand,0.030376,0.029437
2018,France,Cabo Verde,0.012947,0.012546
2018,France,India,0.377975,0.366294
2018,France,Paraguay,0.014003,0.013571
2018,France,Burkina Faso,0.115437,0.111869
2018,France,Algeria,0.018515,0.017943
2018,France,Cambodia,0.368073,0.356698
2018,France,South Africa,0.04737,0.045906
2018,France,Albania,0.015465,0.014987
2018,France,Türkiye,0.03185,0.030865
2018,France,Uzbekistan,0.003146,0.003049
2018,France,Brazil,0.016849,0.016328
2018,France,Ghana,0.032227,0.031231
2018,France,Lebanon,0.09325,0.090368
2018,France,Egypt,0.025218,0.024439
2018,France,Myanmar,0.005423,0.005256
2018,France,Senegal,0.49905,0.483627
2018,France,Morocco,0.602197,0.583587
2018,France,Bolivia,0.035025,0.033942
2018,France,Chad,0.00695,0.006736
2018,France,Tunisia,0.340405,0.329885
2018,France,Mali,0.011802,0.011437
2018,France,Guatemala,0.050209,0.048658
2018,France,Mauritania,0.013667,0.013245
2018,France,Mongolia,0.033809,0.032764
2018,France,Sao Tome and Principe,0.000218,0.000211
2018,France,Nepal,0.08145,0.078933
2018,France,Central African Republic,0.003947,0.003825
2018,France,Argentina,0.041699,0.04041
2018,France,Malaysia,0.017663,0.017117
2018,France,Haiti,0.045691,0.044279
2018,France,Indonesia,0.053348,0.0517
2018,France,Namibia,0.008315,0.008058
2018,France,Bangladesh,0.012399,0.012016
2018,France,Gabon,0.010756,0.010423
2018,France,Kenya,0.018267,0.017702
2018,France,Ukraine,0.006219,0.006027
2018,France,Mexico,0.15044,0.145791
2018,France,Saint Lucia,0.010656,0.010327
2018,France,Guinea,0.254936,0.247057
2018,France,Serbia,0.03143,0.030459
2018,France,Nicaragua,0.036328,0.035205
2018,France,Viet Nam,0.29195,0.282927
2018,France,Kyrgyzstan,0.008602,0.008336
2018,France,Philippines,0.190715,0.184821
2018,France,Uganda,0.008028,0.00778
2018,France,Panama,0.029873,0.02895
2018,France,Côte d'Ivoire,0.155195,0.150398
2018,France,Cameroon,0.112923,0.109433
2018,France,Ecuador,0.273256,0.264811
2018,France,Ethiopia,0.003376,0.003272
2018,France,Peru,0.309064,0.299513
2018,France,Lao People's Democratic Republic,0.031996,0.031007
2018,France,Costa Rica,0.011202,0.010856
2018,France,Bosnia and Herzegovina,0.009378,0.009088
2018,France,Guyana,0.005287,0.005123
2018,France,Congo,0.037742,0.036575
2018,France,Rwanda,0.020622,0.019984
2018,France,Comoros,0.036455,0.035328
2018,France,Sri Lanka,0.003577,0.003467
2018,France,Togo,0.180621,0.175039
2018,Global Environment Facility,Senegal,1.100207,1.145111
2018,Global Environment Facility,Chad,0.158457,0.164926
2018,International Development Association,Uzbekistan,100,104.081404
2018,Laudes Foundation,Brazil,0.072068,0.075992
2018,Laudes Foundation,Mexico,0.009986,0.01053
2018,Laudes Foundation,China (People's Republic of),0,0
2018,Laudes Foundation,"Bilateral, unspecified",0.295055,0.31112
2018,Laudes Foundation,Serbia,0.005901,0.006222
2018,Open Society Foundations,"Middle East, regional",0.2535,0.292364
2018,Open Society Foundations,"South of Sahara, regional",0.245,0.28256
2018,Open Society Foundations,"Europe, regional",0.15604,0.179962
2018,Open Society Foundations,"Central Asia, regional",0.102192,0.117859
2018,Open Society Foundations,"South Asia, regional",0.099218,0.114429
2018,Fondation Botnar,Colombia,0.137634,0.145128
2019,Greece,Congo,0.026867,0.027494
2019,Greece,"Bilateral, unspecified",0.003358,0.003437
2019,Austria,India,0.032027,0.0332
2019,Austria,Mozambique,0.56476,0.585451
2019,Austria,Ukraine,0.245805,0.254812
2019,Austria,Georgia,0.161984,0.167918
2019,Austria,Peru,0.036046,0.037367
2019,Austria,Zimbabwe,0.175753,0.182192
2019,Austria,Nigeria,0.016111,0.016703
2019,Austria,Moldova,0.115814,0.120055
2019,Austria,Ghana,0.071701,0.074327
2019,Austria,Kenya,0.216736,0.224678
2019,Austria,Uganda,0.748804,0.776239
2019,Austria,Belarus,0.034256,0.03551
2019,Austria,Tanzania,0.037594,0.038972
2019,Austria,Lebanon,0.002239,0.002321
2019,Austria,Jordan,0.268667,0.27851
2019,Austria,Ethiopia,0.185772,0.192577
2019,Austria,Bolivia,0.05895,0.061112
2019,Austria,Albania,0.007277,0.007543
2019,Austria,Türkiye,1.46422,1.517866
2019,Austria,"Bilateral, unspecified",0.033583,0.034814
2019,Austria,Tunisia,0.033408,0.034632
2019,Austria,Bosnia and Herzegovina,0.173655,0.180016
2019,Austria,Brazil,0.084518,0.087615
2019,Austria,Senegal,0.002799,0.002901
2019,Austria,Philippines,0.006717,0.006963
2019,Austria,South Sudan,0.038951,0.040378
2019,Austria,Armenia,0.107353,0.111286
2019,Austria,West Bank and Gaza Strip,1.218292,1.262928
2019,Austria,North Macedonia,0.002148,0.002227
2019,Austria,Viet Nam,0.167917,0.174069
2019,Austria,Myanmar,0.00045,0.000467
2019,Austria,Sierra Leone,0.000252,0.000261
2019,Austria,"Africa, regional",0.111944,0.116046
2019,Austria,Egypt,0.004366,0.004526
2019,Austria,Democratic Republic of the Congo,0.005621,0.005827
2019,Austria,"South of Sahara, regional",0.278182,0.288374
2019,Austria,Serbia,0.151685,0.157242
2019,Austria,"Southern Africa, regional",0.041789,0.04332
2019,Austria,Nepal,0.003801,0.003941
2019,Austria,"Europe, regional",0.223889,0.232092
2019,Austria,Lesotho,0.078361,0.081232
2019,Austria,Guatemala,0.016792,0.017407
2019,Sweden,Ethiopia,2.643852,2.743473
2019,Sweden,Mali,3.172623,3.292167
2019,Sweden,Liberia,1.057541,1.097389
2019,Sweden,"Bilateral, unspecified",2.776718,2.881347
2019,Sweden,Mozambique,5.393458,5.596685
2019,Sweden,Kenya,3.172622,3.292168
2019,Sweden,Zambia,3.52161,3.654307
2019,Sweden,Tanzania,0.406537,0.421856
2019,Sweden,China (People's Republic of),0.145929,0.151428
2019,Sweden,Burkina Faso,0.211508,0.219478
2019,Sweden,Nigeria,0,0
2019,Sweden,Uganda,2.643852,2.743473
2019,Sweden,Sudan,2.07278,2.150883
2019,Sweden,Bangladesh,0.52877,0.548695
2019,Poland,Ukraine,0.36277,0.378988
2019,Poland,Georgia,0.403554,0.421595
2019,Poland,Belarus,0.298095,0.311422
2019,Poland,Tanzania,0.101771,0.106321
2019,Poland,Armenia,0.011194,0.011695
2019,Germany,Zimbabwe,0.24057,0.249682
2019,Germany,Mozambique,0.058771,0.060997
2019,Germany,West Bank and Gaza Strip,0.76733,0.796391
2019,Germany,North Macedonia,0,0
2019,Germany,Bosnia and Herzegovina,0.486188,0.504602
2019,Germany,Serbia,1.138827,1.181958
2019,Germany,Tunisia,0.472406,0.490297
2019,Germany,"Bilateral, unspecified",6.69021,6.943583
2019,Germany,Kyrgyzstan,1.397902,1.450844
2019,Germany,China (People's Republic of),0.58887,0.611171
2019,Germany,Guinea-Bissau,0.166013,0.172301
2019,Germany,Kenya,0.561768,0.583044
2019,Germany,Bolivia,0.320188,0.332314
2019,Germany,Tanzania,0.356273,0.369766
2019,Germany,India,2.496952,2.59152
2019,Germany,Bangladesh,1.678387,1.741951
2019,Germany,Brazil,0.094932,0.098528
2019,Germany,"South of Sahara, regional",23.81059,24.712355
2019,Germany,Mongolia,0.115452,0.119824
2019,Germany,South Africa,2.336151,2.424626
2019,Germany,Somalia,0.050831,0.052756
2019,Germany,Tajikistan,0.289588,0.300556
2019,Germany,Democratic Republic of the Congo,0.601022,0.623785
2019,Germany,"America, regional",1.394419,1.447229
2019,Germany,El Salvador,0.025763,0.026739
2019,Germany,Ukraine,0.999761,1.037625
2019,Germany,Rwanda,0.392378,0.407238
2019,Germany,"Caribbean & Central America, regional",1.354528,1.405827
2019,Germany,"South Asia, regional",0,0
2019,Germany,Belarus,0.410729,0.426283
2019,Germany,Honduras,0,0
2019,Germany,Iraq,0.277031,0.287523
2019,Germany,Indonesia,1.892254,1.963918
2019,Germany,Malawi,14.406946,14.952573
2019,Germany,Moldova,0.352305,0.365648
2019,Germany,Kosovo,0.168241,0.174613
2019,Germany,Uganda,0.585827,0.608014
2019,Germany,Cuba,0.149663,0.155331
2019,Germany,"Europe, regional",0.287227,0.298105
2019,Germany,Democratic People's Republic of Korea,0,0
2019,Germany,Myanmar,0.135587,0.140723
2019,Germany,Philippines,0.340109,0.35299
2019,Germany,"Asia, regional",1.765283,1.832139
2019,Germany,Togo,0.165314,0.171575
2019,Germany,Argentina,0.088289,0.091634
2019,Germany,"Middle East, regional",0.434624,0.451085
2019,Germany,Armenia,0.162555,0.168711
2019,Germany,Viet Nam,1.325127,1.375313
2019,Germany,Sierra Leone,0.482997,0.50129
2019,Germany,Nicaragua,0.191433,0.198683
2019,Germany,Egypt,0.529609,0.549667
2019,Germany,Cameroon,0.177,0.183704
2019,Germany,Namibia,0.01959,0.020332
2019,Germany,Malaysia,0.005004,0.005194
2019,Germany,Thailand,0.103874,0.107808
2019,Germany,Eswatini,0.02799,0.02905
2019,Germany,"Far East Asia, regional",0.93426,0.969643
2019,Germany,Cambodia,0.47958,0.497743
2019,Germany,Albania,0.533279,0.553476
2019,Germany,Mexico,0.018471,0.01917
2019,Germany,Zambia,0.072776,0.075532
2019,Germany,Sri Lanka,0.118093,0.122565
2019,Germany,Kazakhstan,0.019936,0.020691
2019,Germany,Colombia,0.060253,0.062535
2019,Germany,Burundi,0.249972,0.259439
2019,Germany,Pakistan,1.58719,1.647301
2019,Germany,Ethiopia,0.144224,0.149686
2019,Germany,Nepal,0.065488,0.067968
2019,Germany,Guatemala,0.001401,0.001454
2019,Germany,Morocco,0.839584,0.871381
2019,Germany,Jordan,4.989808,5.178783
2019,Germany,Georgia,0.276503,0.286975
2019,Germany,Chad,0.101877,0.105736
2019,Germany,"Central Asia, regional",0.134333,0.139421
2019,UNICEF,Serbia,0.05,0.052964
2019,UNICEF,North Macedonia,0.203,0.215037
2019,Germany,Nigeria,0.070525,0.073196
2019,UNICEF,Fiji,0.697,0.73833
2019,Canada,Nigeria,0.006434,0.007652
2019,Canada,Uganda,0.324475,0.38585
2019,Canada,Colombia,0.096614,0.114889
2019,Canada,"South America, regional",0.017623,0.020957
2019,Canada,China (People's Republic of),0.006985,0.008306
2019,Canada,Burkina Faso,0.45233,0.537887
2019,International Labour Organisation,"Caribbean & Central America, regional",0.14084,0.149191
2019,International Labour Organisation,Lao People's Democratic Republic,0.14637,0.155049
2019,International Labour Organisation,Senegal,0.65332,0.69206
2019,UNICEF,Eritrea,0.363,0.384525
2019,UNICEF,Congo,0.11,0.116523
2019,UNICEF,El Salvador,0.066,0.069914
2019,UNICEF,West Bank and Gaza Strip,0.661,0.700194
2019,UNICEF,Niger,0.391,0.414185
2019,UNICEF,Algeria,0.209,0.221393
2019,UNICEF,Kyrgyzstan,0.262,0.277535
2019,Canada,Honduras,0.086057,0.102334
2019,Türkiye,Kosovo,0.089337,0.08886
2019,Türkiye,Cameroon,0.011423,0.011362
2019,Bernard van Leer Foundation,"Bilateral, unspecified",0.362899,0.377638
2019,Dutch Postcode Lottery,"Bilateral, unspecified",2.876972,2.993819
2019,Australia,South Africa,0.120406,0.137948
2019,Australia,Sri Lanka,0.03007,0.034451
2019,Australia,Ethiopia,0.029153,0.033401
2019,Australia,Ukraine,0.024362,0.027912
2019,Canada,Bangladesh,0.284617,0.338451
2019,Canada,Afghanistan,0.150716,0.179223
2019,Canada,Côte d'Ivoire,0.002102,0.0025
2019,Canada,Haiti,3.769691,4.482708
2019,Canada,Tunisia,0.169832,0.201954
2019,Canada,Lebanon,0.297596,0.353885
2019,Luxembourg,Mali,0.207845,0.226879
2019,Korea,Kenya,0.320877,0.306049
2019,Korea,Nepal,0.382611,0.364929
2019,Portugal,Timor-Leste,0.29802,0.30555
2019,Lithuania,Belarus,0.010431,0.012393
2019,UNICEF,Uganda,0.871,0.922646
2019,Asian Development Bank,China (People's Republic of),0.826875,0.875903
2019,Asian Development Bank,Mongolia,0.686803,0.727527
2019,Asian Development Bank,Pakistan,341.20706,361.439032
2019,Canada,Peru,0.565185,0.672086
2019,Canada,Cambodia,0,0
2019,Canada,Ghana,0,0
2019,Asian Development Bank,"Asia, regional",0.613116,0.649472
2019,Asian Development Bank,"Far East Asia, regional",0.017759,0.018811
2019,Canada,"Asia, regional",0,0
2019,Canada,"Europe, regional",0,0
2019,Portugal,"Bilateral, unspecified",0.055972,0.057387
2019,Saudi Arabia,Egypt,0,0
2019,Portugal,Mozambique,0.01235,0.012662
2019,Canada,Cameroon,0.039742,0.04726
2019,Canada,Ethiopia,0.007239,0.008609
2019,Canada,Myanmar,0,0
2019,Korea,Morocco,0.098962,0.094389
2019,Canada,Senegal,0.212502,0.252694
2019,Korea,Uganda,0.448229,0.427515
2019,Korea,Tajikistan,0.05387,0.051381
2019,Korea,Viet Nam,1.611552,1.537077
2019,UNDP,Nepal,0.01025,0.010858
2019,Korea,Peru,0.251903,0.240262
2019,Korea,Myanmar,0.10346,0.098679
2019,Korea,"Bilateral, unspecified",0.609288,0.581131
2019,Food and Agriculture Organisation,"Bilateral, unspecified",12.473998,13.213646
2019,Food and Agriculture Organisation,"Asia, regional",1.227601,1.300392
2019,Canada,Benin,0.013632,0.016211
2019,Food and Agriculture Organisation,"Africa, regional",1.13972,1.2073
2019,Canada,Viet Nam,0,0
2019,Ireland,Kenya,0.010652,0.010698
2019,Canada,Kenya,0.116278,0.138271
2019,UNICEF,Comoros,0.211,0.223511
2019,Ireland,Uganda,0.058198,0.058447
2019,Canada,Tanzania,0.022246,0.026454
2019,UNDP,Guatemala,0.01622,0.017182
2019,UNDP,Pakistan,0.01531,0.016218
2019,UNDP,Paraguay,0.07222,0.076502
2019,UNDP,Jamaica,0.17414,0.184465
2019,UNDP,Dominican Republic,0.02564,0.02716
2019,United Arab Emirates,Lebanon,0.133951,0.141893
2019,United Arab Emirates,Serbia,0.036973,0.039165
2019,United Arab Emirates,Kazakhstan,0.313096,0.33166
2019,Czechia,Ukraine,0.004142,0.00476
2019,OSCE,"Bilateral, unspecified",2.805687,2.972051
2019,Canada,Mali,0.322699,0.383736
2019,Canada,Bolivia,0,0
2019,Canada,Jordan,0.296538,0.352627
2019,Canada,Guatemala,0.086057,0.102334
2019,Canada,Zimbabwe,0.127247,0.151315
2019,European Bank for Reconstruction and Development,Tajikistan,0.373913,0.396084
2019,Canada,"Bilateral, unspecified",0.053607,0.063747
2019,Canada,"Middle East, regional",0.091108,0.10834
2019,Inter-American Development Bank,Nicaragua,0,0
2019,Inter-American Development Bank,Colombia,0,0
2019,Inter-American Development Bank,Bolivia,1.2,1.271155
2019,Inter-American Development Bank,Paraguay,9.31114,9.863247
2019,Inter-American Development Bank,El Salvador,5.184516,5.491934
2019,Inter-American Development Bank,"America, regional",0.482781,0.511408
2019,Inter-American Development Bank,Dominican Republic,11.029382,11.683372
2019,Inter-American Development Bank,Argentina,274.630712,290.915021
2019,Inter-American Development Bank,Jamaica,7.897028,8.365284
2019,Inter-American Development Bank,Venezuela,0.2,0.211859
2019,UNICEF,Togo,0.296,0.313551
2019,Australia,Philippines,0.281714,0.32276
2019,Australia,Egypt,0.033267,0.038114
2019,UNICEF,Iran,0.174,0.184316
2019,Australia,Saint Lucia,0.007053,0.00808
2019,Canada,South Africa,0.059796,0.071108
2019,Canada,Brazil,0.006688,0.007955
2019,Bill & Melinda Gates Foundation,"Bilateral, unspecified",0.2,0.226854
2019,Türkiye,Syrian Arab Republic,0.691626,0.687931
2019,Türkiye,"Europe, regional",0.55492,0.551954
2019,UNICEF,Tunisia,0.165,0.174784
2019,UNICEF,Burundi,0.49,0.519054
2019,Türkiye,Kyrgyzstan,0.149476,0.148679
2019,UNICEF,Madagascar,0.747,0.791293
2019,UNICEF,Ethiopia,1.31,1.387677
2019,Canada,Guyana,0,0
2019,UNICEF,Morocco,0.193,0.204444
2019,Canada,Philippines,0,0
2019,International Labour Organisation,Egypt,0.29119,0.308456
2019,International Labour Organisation,Philippines,0.0567,0.060062
2019,International Labour Organisation,Kyrgyzstan,0.17721,0.187718
2019,International Labour Organisation,Liberia,0.01379,0.014608
2019,International Labour Organisation,Moldova,0.03086,0.032689
2019,International Labour Organisation,West Bank and Gaza Strip,0.14492,0.153513
2019,International Labour Organisation,Guinea-Bissau,0.00938,0.009936
2019,International Labour Organisation,Brazil,0.01381,0.014629
2019,International Labour Organisation,Ecuador,0.77711,0.823189
2019,International Labour Organisation,Burkina Faso,0.03069,0.03251
2019,International Labour Organisation,Nigeria,0.30146,0.319334
2019,International Labour Organisation,Timor-Leste,0.05244,0.055549
2019,International Labour Organisation,Viet Nam,0.208155,0.220497
2019,UNICEF,Central African Republic,0.215,0.227749
2019,UNICEF,"South America, regional",0.055,0.058261
2019,UNICEF,Rwanda,0.693,0.734093
2019,UNICEF,Sudan,0.882,0.934298
2019,Canada,Nicaragua,0.025931,0.030835
2019,Canada,"Africa, regional",0.272908,0.324528
2019,Türkiye,West Bank and Gaza Strip,1.356439,1.34919
2019,Ford Foundation,Indonesia,0.239584,0.271753
2019,Australia,"Bilateral, unspecified",0.972082,1.113713
2019,Canada,"South of Sahara, regional",0.186557,0.221842
2019,Canada,Egypt,0.105213,0.125113
2019,Australia,Micronesia,0.08019,0.091874
2019,Australia,Jordan,0.050649,0.058028
2019,Australia,Nigeria,0.001324,0.001517
2019,Canada,Lao People's Democratic Republic,0,0
2019,Dutch Postcode Lottery,India,0.559722,0.582455
2019,Canada,Ecuador,0,0
2019,Ford Foundation,India,0.388077,0.440185
2019,Ford Foundation,Lebanon,0.045,0.051042
2019,Charity Projects Ltd (Comic Relief),South Africa,0.085855,0.09153
2019,Charity Projects Ltd (Comic Relief),Nepal,0.146933,0.156646
2019,Canada,Democratic Republic of the Congo,0.313331,0.372596
2019,Türkiye,Mexico,0.086849,0.086385
2019,Türkiye,Kazakhstan,0.124215,0.123552
2019,Türkiye,Chad,0.049356,0.049092
2019,UNICEF,Burkina Faso,0.404,0.427955
2019,UNICEF,Haiti,0.287,0.304018
2019,UNICEF,Nigeria,1.637,1.734067
2019,Canada,"America, regional",0,0
2019,UNICEF,Indonesia,0.678,0.718202
2019,UNICEF,Uzbekistan,0.905,0.958661
2019,UNICEF,Mozambique,1.18,1.249969
2019,UNICEF,Cameroon,0.337,0.356982
2019,UNICEF,Sierra Leone,1.015,1.075184
2019,UNICEF,Egypt,0.397,0.42054
2019,UNICEF,Jordan,0.241,0.25529
2019,UNICEF,Mali,0.692,0.733031
2019,UNICEF,Gabon,0.118,0.124996
2019,UNICEF,Bolivia,0.024,0.025423
2019,UNICEF,Armenia,0.184,0.194911
2019,UNICEF,Guinea-Bissau,0.37,0.391938
2019,UNICEF,Lebanon,0.041,0.04343
2019,UNICEF,Democratic Republic of the Congo,2.497,2.645061
2019,UNICEF,Côte d'Ivoire,0.421,0.445965
2019,UNICEF,Djibouti,0.013,0.013771
2019,UNICEF,"Europe, regional",0.197,0.20868
2019,UNICEF,Cambodia,0.864,0.915232
2019,UNICEF,Paraguay,0.108,0.114404
2019,UNICEF,Nepal,0.413,0.437489
2019,UNICEF,Zimbabwe,1.624,1.720295
2019,UNICEF,Costa Rica,0.045,0.047669
2019,UNICEF,Senegal,0.445,0.471387
2019,UNICEF,Nicaragua,0.003,0.003178
2019,UNICEF,Ghana,0.832,0.881333
2019,UNICEF,China (People's Republic of),1.084,1.148277
2019,Canada,El Salvador,0.093845,0.111595
2019,International Labour Organisation,Zambia,0.124,0.131352
2019,International Labour Organisation,"Asia, regional",0.496662,0.526112
2019,International Labour Organisation,Guyana,0.20458,0.21671
2019,International Labour Organisation,"Middle East, regional",0.03946,0.041799
2019,International Labour Organisation,"Bilateral, unspecified",1.794339,1.900735
2019,International Labour Organisation,Tunisia,0.064353,0.068168
2019,International Labour Organisation,Colombia,0.17852,0.189106
2019,International Labour Organisation,States Ex-Yugoslavia unspecified,0.03692,0.039109
2019,International Labour Organisation,Honduras,0.23601,0.250003
2019,International Labour Organisation,Indonesia,0.27787,0.294347
2019,International Labour Organisation,"Caribbean, regional",0.018,0.019067
2019,International Labour Organisation,Zimbabwe,0.02973,0.031492
2019,Canada,Togo,0,0
2019,International Labour Organisation,Gabon,0.01499,0.015879
2019,International Labour Organisation,Belize,0.11304,0.119743
2019,Canada,Chad,0.02497,0.029693
2019,Canada,Paraguay,0,0
2019,Canada,Mexico,0.232447,0.276413
2019,Canada,Suriname,0,0
2019,Norway,Cambodia,0.087767,0.117446
2019,Canada,Dominican Republic,0.064661,0.076891
2019,Norway,Sierra Leone,0.028852,0.038608
2019,Norway,Liberia,0.051698,0.069181
2019,Norway,Malawi,0.540727,0.723576
2019,Norway,China (People's Republic of),0.318232,0.425844
2019,Norway,Somalia,0.401351,0.537069
2019,Norway,Bangladesh,0.001448,0.001938
2019,Norway,South Sudan,0.252931,0.33846
2019,Norway,Mozambique,2.159434,2.889656
2019,Norway,Nicaragua,0.075633,0.101208
2019,Norway,Zimbabwe,0.198374,0.265456
2019,Norway,Ukraine,0.64783,0.866897
2019,Norway,"South of Sahara, regional",1.27625,1.70782
2019,UNICEF,Kazakhstan,0.258,0.273298
2019,UNICEF,Thailand,0.232,0.245756
2019,Norway,Uganda,0,0
2019,Norway,Guatemala,0.090857,0.121581
2019,Norway,"Bilateral, unspecified",2.278772,3.049347
2019,Norway,Indonesia,0,0
2019,Norway,Ethiopia,0.251459,0.336491
2019,Norway,Zambia,0.128514,0.171972
2019,Norway,Yemen,0,0
2019,Norway,Myanmar,0.439162,0.587667
2019,Norway,Nepal,0.001449,0.001939
2019,Latvia,Ukraine,0.002983,0.003348
2019,International Labour Organisation,Tanzania,0.39587,0.419343
2019,International Labour Organisation,Malawi,0.16153,0.171107
2019,International Labour Organisation,South Africa,0.14759,0.156341
2019,International Labour Organisation,Jordan,0.09495,0.10058
2019,International Labour Organisation,Mozambique,0.22869,0.24225
2019,International Labour Organisation,Algeria,0.02061,0.021832
2019,International Labour Organisation,"South America, regional",0.002,0.002119
2019,International Labour Organisation,Chad,0.03751,0.039734
2019,International Labour Organisation,Albania,0.02201,0.023316
2019,International Labour Organisation,Kenya,0.42821,0.453601
2019,International Labour Organisation,"America, regional",0.544592,0.576884
2019,International Labour Organisation,Cabo Verde,0.02427,0.025709
2019,International Labour Organisation,Morocco,0.02474,0.026207
2019,International Labour Organisation,Cameroon,0.44537,0.471778
2019,International Labour Organisation,Ethiopia,0.04925,0.052171
2019,International Labour Organisation,Afghanistan,0.321212,0.340259
2019,International Labour Organisation,Mali,0.08758,0.092772
2019,International Labour Organisation,"Far East Asia, regional",0.005713,0.006051
2019,International Labour Organisation,Sudan,0.02062,0.021842
2019,International Labour Organisation,Montenegro,0.01376,0.014576
2019,International Labour Organisation,Thailand,0.76558,0.810975
2019,International Labour Organisation,Azerbaijan,0.02675,0.028336
2019,International Labour Organisation,India,0.21321,0.225851
2019,International Labour Organisation,Pakistan,0.73214,0.775552
2019,International Labour Organisation,Peru,0.30208,0.319992
2019,International Labour Organisation,Mongolia,0.01357,0.014375
2019,International Labour Organisation,Democratic Republic of the Congo,0.05108,0.054109
2019,International Labour Organisation,Paraguay,1.62792,1.724447
2019,International Labour Organisation,Nepal,0.07623,0.080749
2019,International Labour Organisation,Lesotho,0.06072,0.064321
2019,International Labour Organisation,Madagascar,0.01635,0.017319
2019,International Labour Organisation,Bangladesh,0.72888,0.7721
2019,International Labour Organisation,Eswatini,0.02573,0.027255
2019,International Labour Organisation,Mauritania,0.042,0.044491
2019,International Labour Organisation,China (People's Republic of),0.23958,0.253786
2019,International Labour Organisation,Malaysia,0.23076,0.244444
2019,International Labour Organisation,"South of Sahara, regional",0.03068,0.032499
2019,International Labour Organisation,Togo,0.01657,0.017553
2019,International Labour Organisation,Sri Lanka,0.01909,0.020222
