year,channel_name,recipient_name,usd_disbursement,usd_disbursement_deflated
2019,Donor Government,Philippines,0.265401,0.254086
2019,Developing country-based NGO,Tajikistan,0.231419,0.24514
2019,Donor Government,Egypt,0.040839,0.04326
2019,Donor Government,Mauritania,0.022,0.023304
2019,Donor country-based NGO,Thailand,0.325658,0.298169
2019,Donor Government,Senegal,0.099497,0.095215
2019,Donor Government,Malawi,0.250476,0.265329
2019,Donor Government,Guinea,1.54,1.631315
2019,Donor Government,Brazil,0.029752,0.031406
2019,Donor Government,Belarus,0.00319,0.003379
2019,Donor country-based NGO,Yemen,0.474535,0.487283
2019,Caribbean Development Bank,"Caribbean, regional",0,0
2019,"",Fiji,0.22283,0.236043
2019,"",Chad,6.18485,6.551583
2019,"",Samoa,0.0093,0.009851
2019,"",Argentina,0.14999,0.158884
2019,"",Haiti,0.00281,0.002977
2019,"",Cambodia,2.36048,2.500446
2019,"",Bangladesh,1.27074,1.346089
2019,"","Asia, regional",1.37868,1.460429
2019,"","Europe, regional",0.22956,0.243172
2019,"",Senegal,0.93178,0.98703
2019,"",Turkmenistan,0.00037,0.000392
2019,"",Tajikistan,0.00377,0.003994
2019,"",Mali,1.73323,1.836002
2019,"",Liberia,0.3747,0.396918
2019,"",Iran,0.01982,0.020995
2019,"",Armenia,0.03943,0.041768
2019,"",Albania,0.12423,0.131596
2019,"",Gambia,5e-05,5.3e-05
2019,"",Tanzania,0,0
2019,"",Lao People's Democratic Republic,0.01,0.010593
2019,"",Sri Lanka,0.00714,0.007563
2019,"",Philippines,0.01122,0.011885
2019,"",China (People's Republic of),0.00196,0.002076
2019,"",Indonesia,0.05969,0.063229
2019,"",Thailand,0.00724,0.007669
2019,"",Sudan,0.01404,0.014873
2019,"","Africa, regional",0.53789,0.569784
2019,"",Cabo Verde,0.03997,0.04234
2019,"",Viet Nam,0.00864,0.009153
2019,"",Venezuela,0.00265,0.002807
2019,Recipient Government,"America, regional",0.804142,0.84278
2019,Developing country-based NGO,Zambia,0.048034,0.040811
2019,International NGO,Mexico,0.005629,0.005653
2019,International Labour Organisation - Regular Budget Supplementary Account,Malawi,0.04349,0.043676
2019,Recipient Government,Madagascar,28.81923,30.505592
2019,Recipient Government,"Europe, regional",0.059183,0.062693
2019,Recipient Government,Central African Republic,17.638213,18.68274
2019,Recipient Government,Paraguay,0.364925,0.345955
2019,Recipient Government,Mali,7.838899,8.291359
2019,Recipient Government,Zimbabwe,14.655894,15.519072
2019,Recipient Government,Ghana,13.064197,13.774851
2019,International Labour Organisation - Regular Budget Supplementary Account,"Far East Asia, regional",0.769246,0.839693
2019,Donor country-based NGO,Cabo Verde,0.023874,0.02606
2019,Other public entities in donor country,Lao People's Democratic Republic,0.081525,0.077758
2019,United Nations Development Programme,Haiti,1.550773,1.479107
2019,Donor country-based NGO,Madagascar,0.235448,0.232899
2019,Donor Government,Tunisia,0.004498,0.00429
2019,Donor Government,Dominican Republic,0.218814,0.208756
2019,Donor Government,Rwanda,0.744248,0.709854
2019,Donor Government,Guatemala,0.013338,0.013144
2019,Donor Government,Nepal,0.085467,0.081517
2019,Donor Government,Cameroon,0.109992,0.104909
2019,Donor Government,Ethiopia,0.10346,0.098679
2019,Donor Government,Honduras,0.194054,0.185404
2019,Donor Government,Ecuador,0.45693,0.435849
2019,Recipient Government,Lao People's Democratic Republic,2.058254,2.119852
2019,Donor Government,Indonesia,0.062976,0.060066
2019,Donor Government,Gambia,0.006532,0.00623
2019,Donor Government,Mongolia,0.242906,0.231681
2019,Donor Government,Tanzania,0.20199,0.192655
2019,International Organisation for Migration,Viet Nam,0.130347,0.124323
2019,Donor Government,Kyrgyzstan,0.044983,0.042904
2019,Donor Government,Bangladesh,0.02699,0.025743
2019,Donor Government,Paraguay,1.576081,1.503246
2019,Donor Government,Ghana,0.026126,0.024919
2019,Donor Government,Viet Nam,0.161938,0.154454
2019,International Organisation for Migration,Central African Republic,1.196608,1.141309
2019,Other public entities in donor country,Viet Nam,0.081525,0.077758
2019,Donor Government,Bolivia,0.492345,0.469592
2019,Donor Government,Nigeria,0.013063,0.012459
2019,Donor Government,Colombia,0.081569,0.078116
2019,United Nations Industrial Development Organisation,Iran,0.5,0.476894
2019,Recipient Government,Viet Nam,6.102198,5.392704
2019,Donor Government,Jordan,0.076471,0.072937
2019,Public-Private Partnerships (PPP),Cambodia,0.087338,0.083302
2019,Recipient Government,Sao Tome and Principe,2.38582,2.526803
2019,"United Nations (UN) agency, fund or commission","Bilateral, unspecified",0.251179,0.261526
2019,Central Government,Mozambique,0.01179,0.012088
2019,Central Government,Cabo Verde,0.001586,0.001626
2019,Local Government,Lebanon,0.22341,0.236657
2019,Other,Kosovo,0.002265,0.002399
2019,Local Government,Bosnia and Herzegovina,0.048622,0.051505
2019,Developing country-based NGO,Kosovo,0.014345,0.015196
2019,Other,Bosnia and Herzegovina,0.00755,0.007998
2019,Local Government,Serbia,0.006342,0.006718
2019,Developing country-based NGO,Armenia,0.043578,0.043533
2019,Developing country-based NGO,North Macedonia,0.057218,0.058485
2019,Recipient Government,Philippines,148.680563,157.302929
2019,Recipient Government,Bangladesh,324.337174,342.464196
2019,Recipient Government,"Oceania, regional",0.154801,0.16398
2019,Recipient Government,"Central Asia, regional",0.071662,0.075561
2019,Recipient Government,Nepal,3.921175,3.291185
2019,Recipient Government,Georgia,0.066388,0.067169
2019,Recipient Government,Samoa,0.082346,0.069004
2019,Recipient Government,Sri Lanka,1.778009,1.575961
2019,Recipient Government,Armenia,1.963526,2.039753
2019,Recipient Government,Indonesia,54.253143,55.200967
2019,Recipient Government,Kazakhstan,0.058675,0.049169
2019,Recipient Government,Myanmar,7.321429,6.174766
2019,Recipient Government,Maldives,0.170667,0.143018
2019,Recipient Government,Vanuatu,0.099175,0.085399
2019,Private sector in recipient country,Solomon Islands,1.005321,1.072997
2019,Non-Governmental Organisation (NGO) and Civil Society,India,0.470713,0.48983
2019,Non-Governmental Organisation (NGO) and Civil Society,Kenya,0.415869,0.432759
2019,Non-Governmental Organisation (NGO) and Civil Society,China (People's Republic of),0.442217,0.460177
2019,Non-Governmental Organisation (NGO) and Civil Society,Thailand,0.442217,0.460177
2019,Non-Governmental Organisation (NGO) and Civil Society,Ethiopia,0.847732,0.882162
2019,Developing country-based NGO,West Bank and Gaza Strip,1.044203,1.068624
2019,Developing country-based NGO,Congo,0.299435,0.306563
2019,Private sector in provider country,Lebanon,0.044711,0.045775
2019,Other multilateral institutions,"South America, regional",0.210713,0.215729
2019,Donor country-based NGO,Eritrea,0.153409,0.157061
2019,Developing country-based NGO,Eswatini,0.352323,0.360711
2019,Developing country-based NGO,Kyrgyzstan,0.618957,0.622891
2019,Developing country-based NGO,Mongolia,0.452995,0.463779
2019,Central Government,Morocco,1.402604,1.435994
2019,Local Government,Ghana,0.456581,0.46745
2019,Other public entities in donor country,Ethiopia,0.034804,0.035632
2019,Other public entities in donor country,Malawi,16.483007,16.875395
2019,Private Sector Institutions,West Bank and Gaza Strip,0.873973,0.894779
2019,Recipient Government,Angola,82.768605,87.628091
2019,Private sector in provider country,West Bank and Gaza Strip,0.453313,0.48351
2019,Developing country-based NGO,Thailand,0.52218,0.500164
2019,Other public entities in donor country,China (People's Republic of),0.033225,0.034016
2019,Other public entities in donor country,Paraguay,0.022389,0.022922
2019,Other public entities in donor country,"Europe, regional",0,0
2019,Private sector in recipient country,Philippines,0.00806,0.008252
2019,"University, college or other teaching institution, research institute or think-tank",Eswatini,0.33224,0.340149
2019,Developing country-based NGO,Eritrea,0.083634,0.085624
2019,Central Government,Eswatini,1.240186,1.27044
2019,Recipient Government,Mexico,1.81427,1.890008
2019,"United Nations (UN) agency, fund or commission",Jordan,0.118628,0.121452
2019,Developing country-based NGO,"Europe, regional",1.012637,1.036742
2019,Private Sector Institutions,Montenegro,0.207489,0.212428
2019,Third Country Government (Delegated co-operation),Jamaica,0.105004,0.107504
2019,Private sector in provider country,Bangladesh,1.240263,1.296797
2019,Private Sector Institutions,Azerbaijan,0.070379,0.072055
2019,Third Country Government (Delegated co-operation),Ecuador,2.549254,2.60994
2019,Third Country Government (Delegated co-operation),"South America, regional",9.873872,10.108926
2019,Developing country-based NGO,Senegal,0.316344,0.323874
2019,Recipient Government,Ukraine,29.061368,30.761491
2019,Private Sector Institutions,Kosovo,0.029296,0.029993
2019,International NGO,"Asia, regional",0.513993,0.526229
2019,Private sector in recipient country,West Bank and Gaza Strip,0.14105,0.144408
2019,Private Sector Institutions,North Macedonia,0.08004,0.081946
2019,Third Country Government (Delegated co-operation),Mexico,0.799743,0.818781
2019,Recipient Government,Lebanon,1.746854,1.785456
2019,United Nations Human Settlement Programme,West Bank and Gaza Strip,0.649166,0.66462
2019,Caribbean Community Secretariat,"Caribbean, regional",0.988638,1.012173
2019,United Nations Relief and Works Agency for Palestine Refugees in the Near East,West Bank and Gaza Strip,6.191371,6.338761
2019,Third Country Government (Delegated co-operation),"Bilateral, unspecified",2.12446,2.175034
2019,Other multilateral institutions,"Africa, regional",0.204467,0.209334
2019,Developing country-based NGO,Guinea,0.241128,0.246869
2019,Developing country-based NGO,Mozambique,0.373965,0.377489
2019,Private sector in third country,"South America, regional",0.039057,0.039987
2019,Donor Government,Costa Rica,0.006783,0.00689
2019,Donor Government,Cuba,0.057827,0.058739
2019,Other multilateral institutions,"America, regional",0.871973,0.885709
2019,"University, college or other teaching institution, research institute or think-tank",Mauritius,0.002015,0.002047
2019,"University, college or other teaching institution, research institute or think-tank",Ecuador,0.004122,0.004187
2019,Donor Government,"South America, regional",0.007002,0.007113
2019,Donor Government,Nicaragua,0.000571,0.00058
2019,"University, college or other teaching institution, research institute or think-tank",Nepal,0,0
2019,"University, college or other teaching institution, research institute or think-tank",Mexico,0.014474,0.014702
2019,Donor Government,Argentina,0.00691,0.007019
2019,Donor country-based NGO,Paraguay,0.114637,0.129434
2019,Other public entities in recipient country,El Salvador,0,0
2019,Donor Government,Mexico,0.007178,0.007292
2019,Donor country-based NGO,Mauritania,0.340803,0.346108
2019,Other multilateral institutions,"Bilateral, unspecified",0.012314,0.012508
2019,European Union Institutions,Somalia,2.249145,2.425415
2019,Other,Viet Nam,0.01621,0.014849
2019,Other non-financial corporations,Kenya,2.388049,2.545907
2019,Donor country-based NGO,Syrian Arab Republic,0.787962,0.796276
2019,Public-Private Partnerships (PPP),Yemen,27.411945,29.223977
2019,Other non-financial corporations,Ethiopia,1.419162,1.512975
2019,Other non-financial corporations,Zambia,0.008327,0.008877
2019,Recipient Government,Saint Helena,4.675618,4.984694
2019,International NGO,Nepal,0.194213,0.207052
2019,Other,"Africa, regional",0.00454,0.00484
2019,"United Nations (UN) agency, fund or commission",Nepal,1.148545,1.224469
2019,Recipient Government,Tanzania,15.792745,16.747824
2019,Islamic Development Bank,"Bilateral, unspecified",1.671771,1.782282
2019,Third Country Government (Delegated co-operation),Nepal,2.841476,3.029309
2019,International Bank for Reconstruction and Development,Nepal,0.459418,0.489787
2019,United Nations Entity for Gender Equality and the Empowerment of Women,Ethiopia,0.096407,0.10278
2019,Recipient Government,Montserrat,0.752594,0.802343
2019,Other non-financial corporations,Nepal,1.016376,1.083562
2019,Other non-financial corporations,"Africa, regional",0.032055,0.034174
2019,"University, college or other teaching institution, research institute or think-tank","Africa, regional",0.026659,0.028421
2019,Other non-financial corporations,Rwanda,0.943942,1.00634
2019,Other,Kenya,0,0
2019,Other,"South & Central Asia, regional",0.261377,0.278655
2019,Other financial corporations,"Africa, regional",0.335243,0.357403
2019,Other non-financial corporations,Ghana,0.290234,0.309419
2019,"United Nations Department of Political and Peacebuilding Affairs, Trust Fund in Support of Political Affairs",Malawi,4.669683,4.978366
2019,Asian Development Bank,Nepal,0,0
2019,Other non-financial corporations,"South of Sahara, regional",0.274289,0.29242
2019,World Bank Group (WB),Zimbabwe,0.299898,0.319722
2019,Banks (deposit taking corporations),Somalia,1.041609,1.110464
2019,"University, college or other teaching institution, research institute or think-tank","Asia, regional",0.133793,0.142637
2019,"United Nations (UN) agency, fund or commission",Myanmar,0.765697,0.816312
2019,Central Government,Montserrat,0.131145,0.139813
2019,"",India,3.964445,4.22651
2019,Other non-financial corporations,Nigeria,0.183716,0.195859
2019,International Bank for Reconstruction and Development,Pakistan,0.650842,0.693865
2019,Other,Nepal,0.007074,0.007587
2019,United Nations Capital Development Fund,Nepal,0.142145,0.151541
2019,International Bank for Reconstruction and Development,Ethiopia,0.430704,0.459176
2019,Other non-financial corporations,Bangladesh,0.281334,0.299931
2019,United Nations Children's Fund,"Asia, regional",0.47856,0.510195
2019,International Bank for Reconstruction and Development,Yemen,8.933129,9.523642
2019,Other,Bangladesh,0.051034,0.054407
2019,"University, college or other teaching institution, research institute or think-tank",Haiti,0.02711,0.028902
2019,Banks (deposit taking corporations),Uganda,11.964341,12.755229
2019,"University, college or other teaching institution, research institute or think-tank",Ghana,0.119125,0.127
2019,Other non-financial corporations,Zimbabwe,0.042224,0.045015
2019,"University, college or other teaching institution, research institute or think-tank",South Sudan,0.132696,0.141468
2019,International Bank for Reconstruction and Development,Ghana,10.336907,11.020215
2019,"University, college or other teaching institution, research institute or think-tank",Myanmar,0.133838,0.142685
2019,World Bank Group (WB),Zambia,0.638081,0.68026
2019,Other,Myanmar,0.012776,0.010758
2019,Other,Mozambique,0.001036,0.001105
2019,International Bank for Reconstruction and Development,"South of Sahara, regional",14.088821,15.020145
2019,Third Country Government (Delegated co-operation),Malawi,1.322347,1.409759
2019,Central Government,Nepal,1.792268,2.030108
2019,International Bank for Reconstruction and Development,Kenya,11.54926,12.312709
2019,European Union Institutions,Türkiye,2.008344,2.141103
2019,International Bank for Reconstruction and Development,Sudan,0.153139,0.163262
2019,Other non-financial corporations,Yemen,0.030168,0.032163
2019,Other,Tanzania,0.000996,0.001062
2019,International NGO,Ethiopia,0.543645,0.579582
2019,Other non-financial corporations,Pakistan,0.922071,0.983023
2019,Other,Ghana,0.003093,0.003298
2019,Other non-financial corporations,Sierra Leone,0.320468,0.341652
2019,International NGO,Bangladesh,0.001958,0.001723
2019,United Nations Development Programme,Nepal,0.227017,0.242024
2019,Other non-financial corporations,Jordan,0.07713,0.082229
2019,Donor country-based NGO,Sudan,2.518748,2.685246
2019,Central Government,Ethiopia,0.779131,0.875782
2019,Other,India,0.102759,0.109187
2019,International Bank for Reconstruction and Development,Nigeria,0.512214,0.546073
2019,United Nations Development Programme,Chad,1.215108,1.287159
2019,International Organisation for Migration,Egypt,0.559722,0.557025
2019,Developing country-based NGO,Cameroon,0.195175,0.194235
2019,Central Government,Sudan,0.601996,0.599095
2019,Donor country-based NGO,Dominican Republic,0.106153,0.119473
2019,Central Government,Lebanon,0.438521,0.436406
2019,Other public entities in donor country,Liberia,0.020752,0.020652
2019,Central Government,Burkina Faso,0.047085,0.046858
2019,Developing country-based NGO,Central African Republic,0.052825,0.052571
2019,Developing country-based NGO,Rwanda,0.224467,0.223385
2019,Developing country-based NGO,Madagascar,0.300326,0.29888
2019,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),"South of Sahara, regional",0.621292,0.618297
2019,Donor country-based NGO,Angola,0.006165,0.006135
2019,Developing country-based NGO,Morocco,0.086684,0.086266
2019,Donor country-based NGO,Guinea,0.042756,0.044236
2019,United Nations Development Programme,"South of Sahara, regional",1.128048,1.122611
2019,Developing country-based NGO,Togo,0.024401,0.02444
2019,Central Government,"Africa, regional",0.460813,0.458592
2019,Developing country-based NGO,Egypt,0.106753,0.091858
2019,Developing country-based NGO,Mauritius,0.01999,0.019894
2019,Central Government,"South of Sahara, regional",0.062974,0.06267
2019,Developing country-based NGO,Georgia,0.14687,0.131873
2019,Developing country-based NGO,Venezuela,0.14475,0.1304
2019,Recipient Government,Cambodia,3.056303,3.000992
2019,Donor country-based NGO,Congo,0.048146,0.048523
2019,Local Government,"Africa, regional",0.041419,0.04122
2019,Donor country-based NGO,Türkiye,0.011754,0.011698
2019,Developing country-based NGO,Benin,0.092485,0.092039
2019,Recipient Government,Malaysia,1.593369,1.335217
2019,United Nations Relief and Works Agency for Palestine Refugees in the Near East,Lebanon,0.839584,0.835537
2019,Other public entities in donor country,Lebanon,0.006776,0.006743
2019,Non-Governmental Organisation (NGO) and Civil Society,Haiti,0.228852,0.227749
2019,Recipient Government,Belarus,0.068432,0.072652
2019,World Food Programme,Haiti,0.669149,0.717716
2019,Recipient Government,Micronesia,0.027148,0.02275
2019,Developing country-based NGO,Haiti,0.483456,0.492514
2019,Donor country-based NGO,Venezuela,0.005031,0.005396
2019,Recipient Government,Mauritania,6.695657,7.090894
2019,Recipient Government,Rwanda,4.218596,4.155308
2019,Developing country-based NGO,Timor-Leste,0.091124,0.076361
2019,Recipient Government,Kosovo,0.063643,0.053331
2019,Recipient Government,Solomon Islands,0.09135,0.07655
2019,Recipient Government,Sudan,0.1135,0.095109
2019,Recipient Government,Mozambique,14.973267,15.245526
2019,Recipient Government,Thailand,1.479078,1.239443
2019,Recipient Government,Fiji,0.156037,0.130756
2019,Recipient Government,Bolivia,1.208232,1.240648
2019,Recipient Government,Democratic Republic of the Congo,5.083683,5.37055
2019,Recipient Government,Kenya,20.56828,21.583843
2019,Recipient Government,Eswatini,0.05092,0.04267
2019,Recipient Government,Djibouti,2.027443,2.031833
2019,Recipient Government,Comoros,0.155966,0.16293
2019,Recipient Government,Tajikistan,1.187747,1.238791
2019,Recipient Government,Liberia,1.406233,1.474602
2019,Recipient Government,Nauru,0.003042,0.002549
2019,Recipient Government,Papua New Guinea,0.131311,0.110035
2019,Recipient Government,South Sudan,0.233665,0.241256
2019,Recipient Government,Guatemala,0.647697,0.617354
2019,Recipient Government,Somalia,0.034191,0.028651
2019,Recipient Government,Honduras,0.275908,0.278289
2019,Recipient Government,Guinea,2.276556,2.368423
2019,Recipient Government,Benin,15.057555,15.921749
2019,Recipient Government,Kyrgyzstan,0.207196,0.190795
2019,Recipient Government,Kiribati,0.042549,0.035655
2019,Recipient Government,Palau,0.015286,0.012808
2019,United Nations Development Programme,Lebanon,0.892855,0.748199
2019,Donor country-based NGO,Malaysia,0.203924,0.17222
2019,Developing country-based NGO,Dominican Republic,0.043864,0.036758
2019,Recipient Government,Serbia,0.720013,0.723388
2019,Other,Kazakhstan,0.006167,0.005168
2019,Recipient Government,Namibia,0.018171,0.015227
2019,Recipient Government,"South of Sahara, regional",0.001972,0.001652
2019,Recipient Government,India,26.271138,26.857504
2019,Recipient Government,Peru,2.66994,2.72381
2019,Recipient Government,Albania,14.476814,15.154438
2019,Recipient Government,Costa Rica,0.088045,0.07378
2019,Recipient Government,Jordan,161.082095,170.459865
2019,Recipient Government,Egypt,0.931818,0.785966
2019,Recipient Government,Timor-Leste,0.17205,0.144177
2019,Recipient Government,Türkiye,0.7435,0.623042
2019,Recipient Government,Tonga,0.515477,0.537426
2019,United Nations Development Programme,Ethiopia,1,0.837985
2019,Recipient Government,Iraq,11.974114,12.052476
2019,Recipient Government,Burundi,2.461836,2.605888
2019,Other,Cambodia,0.010948,0.009174
2019,Recipient Government,Iran,0.109454,0.091721
2019,Other,Thailand,0.010948,0.009174
2019,United Nations Development Programme,Cameroon,0.6,0.502791
2019,Recipient Government,Panama,1.596712,1.652281
2019,United Nations Office of the High Commissioner for Refugees,Syrian Arab Republic,2.384317,1.998021
2019,Recipient Government,Jamaica,4.388832,4.582988
2019,Recipient Government,Uzbekistan,170.112132,180.174166
2019,Recipient Government,Saint Lucia,0.137945,0.115595
2019,Recipient Government,Haiti,4.986344,5.281867
2019,Recipient Government,Mauritius,0.010121,0.008482
2019,Developing country-based NGO,Albania,0.017138,0.014362
2019,Recipient Government,Tunisia,0.63026,0.528148
2019,Recipient Government,Malawi,28.020618,29.643237
2019,Recipient Government,Saint Vincent and the Grenadines,0.411451,0.432111
2019,United Nations Development Programme,Nigeria,0.6,0.502791
2019,Recipient Government,Zambia,12.962936,13.719665
2019,Recipient Government,Morocco,12.285922,12.993191
2019,United Nations Development Programme,Morocco,0.22302,0.186887
2019,Recipient Government,Gabon,27.899997,29.542598
2019,Recipient Government,Belize,0.0653,0.054721
2019,Recipient Government,Cuba,0.016808,0.014085
2019,Recipient Government,Marshall Islands,0.254662,0.267182
2019,International NGO,Armenia,0.44513,0.498314
2019,Recipient Government,Côte d'Ivoire,42.642293,45.155563
2019,Recipient Government,Bhutan,0.21473,0.179942
2019,Other,Malaysia,0.010948,0.009174
2019,Private sector in provider country,Viet Nam,0.00116,0.000972
2019,Donor country-based NGO,Kazakhstan,0.040028,0.033543
2019,Recipient Government,Congo,6.806254,7.207569
2019,Recipient Government,Niue,0.003042,0.002549
2019,Developing country-based NGO,Gabon,0.022417,0.018786
2019,United Nations Development Programme,Yemen,0.313929,0.263068
2019,Recipient Government,Montenegro,0.092153,0.077223
2019,Recipient Government,Tuvalu,0.001596,0.001337
2019,Recipient Government,Algeria,0.021894,0.018348
2019,Recipient Government,Lesotho,3.342407,3.5364
2019,United Nations Development Programme,Zambia,0.25,0.209496
2019,Recipient Government,Niger,7.509553,7.951317
2019,United Nations Development Programme,Namibia,0.25,0.209496
2019,Donor country-based NGO,Costa Rica,0.338344,0.283527
2019,Recipient Government,Guyana,0.002892,0.002423
2019,United Nations Development Programme,Sudan,1.5,1.256977
2019,Recipient Government,Gambia,2.014199,2.130489
2019,International Organisation for Migration,"Bilateral, unspecified",0.04095,0.034315
2019,Recipient Government,Cook Islands,0.007529,0.006309
2019,Developing country-based NGO,Pakistan,0.076182,0.06384
2019,Other,Lao People's Democratic Republic,0.010948,0.009174
2019,International NGO,Cuba,0.091661,0.076811
2019,United Nations Development Programme,Jordan,2.232145,1.870503
2019,Recipient Government,Tokelau,0.001596,0.001337
2019,Recipient Government,Antigua and Barbuda,0.002892,0.002423
2019,Recipient Government,Yemen,0.001446,0.001212
2019,Recipient Government,Dominica,0.001446,0.001212
2019,Developing country-based NGO,Botswana,0.075767,0.063492
2019,Recipient Government,Azerbaijan,0.003121,0.002615
2019,Central Government,Cambodia,2.342761,2.051417
2019,United Nations Development Programme,Syrian Arab Republic,5.107941,4.280376
2019,"University, college or other teaching institution, research institute or think-tank",Indonesia,0.001596,0.001337
2019,Developing country-based NGO,Iran,0.037156,0.031136
2019,United Nations Development Programme,Tunisia,0.17857,0.149639
2019,Recipient Government,Turkmenistan,0.007459,0.00625
2019,Recipient Government,Sierra Leone,3.106729,3.289343
2019,Donor country-based NGO,Timor-Leste,0.031896,0.03218
2019,Donor country-based NGO,Algeria,0.03044,0.03071
2019,Donor country-based NGO,Mauritius,0.066972,0.067564
2019,Donor Government,Equatorial Guinea,0.002116,0.002134
2019,Other public entities in donor country,Georgia,0.223889,0.225869
2019,Local Government,Cameroon,0.002257,0.002277
2019,Central Government,Wallis and Futuna,0.249561,0.251769
2019,Local Government,Morocco,0.005597,0.005647
2019,Donor country-based NGO,Gabon,0.007586,0.007653
2019,Donor country-based NGO,Central African Republic,0.006159,0.006213
2019,"University, college or other teaching institution, research institute or think-tank",Georgia,1.239187,1.405573
2019,Central Government,"Bilateral, unspecified",17.213749,19.525041
2019,International Organisation for Migration,Colombia,19.506583,22.125732
2019,Private sector in provider country,"Bilateral, unspecified",4.194503,4.757699
2019,Private sector in provider country,Colombia,0.10699,0.121356
2019,Organisation of American States,Jamaica,0.006657,0.007551
2019,Private sector in recipient country,Jordan,1.010972,1.146715
2019,Public corporations,Zambia,0,0
2019,Central Government,Tanzania,0.325899,0.369656
2019,Private sector in recipient country,Armenia,0.211398,0.239783
2019,"University, college or other teaching institution, research institute or think-tank",Cambodia,0.377653,0.42836
2019,Central Government,Liberia,0.004272,0.004846
2019,Central Government,Gambia,0.69806,0.79179
2019,Central Government,Togo,0.291568,0.330717
2019,Other multilateral institutions,Benin,0.010926,0.012393
2019,Central Government,Rwanda,1.7e-05,1.9e-05
2019,Central Government,Comoros,0.008114,0.009203
2019,Private sector in provider country,Armenia,0.233749,0.265134
2019,International Committee of the Red Cross,"Bilateral, unspecified",3e-05,3.4e-05
2019,International NGO,Sierra Leone,0.4,0.453708
2019,International NGO,Pakistan,0.014647,0.016614
2019,Central Government,Madagascar,0.751256,0.852127
2019,Central Government,Philippines,0.0056,0.006353
2019,Central Government,Zambia,2.071077,2.34916
2019,Private sector in recipient country,India,0,0
2019,Private sector in recipient country,Viet Nam,0.840592,0.953458
2019,Private sector in recipient country,Dominican Republic,0.008774,0.009952
2019,Private sector in provider country,Rwanda,0.214003,0.242737
2019,Private sector in provider country,Egypt,0.851961,0.966354
2019,Central Government,Uganda,1.027484,1.165445
2019,Central Government,Fiji,0.000812,0.000921
2019,Central Government,Benin,0.045521,0.051635
2019,Central Government,Lesotho,0.002226,0.002525
2019,International Organisation for Migration,Moldova,0.787153,0.892844
2019,Private sector in provider country,Nicaragua,0,0
2019,Private sector in provider country,Tanzania,6e-04,0.000681
2019,Private sector in recipient country,Botswana,0.21911,0.24853
2019,Private sector in recipient country,Benin,0,0
2019,Private sector in recipient country,Namibia,0,0
2019,Private sector in recipient country,Zimbabwe,0,0
2019,Private sector in provider country,South Africa,0.19444,0.220547
2019,Donor country-based NGO,Jamaica,0.06586,0.074703
2019,Donor country-based NGO,Belize,0.02355,0.026713
2019,Private sector in recipient country,"Bilateral, unspecified",0.138026,0.156559
2019,Central Government,Guinea,0.020362,0.023095
2019,Private sector in recipient country,Sri Lanka,0.001785,0.002025
2019,"University, college or other teaching institution, research institute or think-tank",Kenya,0.028302,0.032102
2019,World Bank Group (WB),Liberia,1.265567,1.435495
2019,Private sector in provider country,Malawi,0.591834,0.6713
2019,Private sector in recipient country,Nepal,0,0
2019,Central Government,Botswana,0.004,0.004537
2019,Private sector in recipient country,Mali,0,0
2019,Private sector in recipient country,Colombia,0.050529,0.057314
2019,Private sector in provider country,Zimbabwe,0,0
2019,Private sector in recipient country,Sudan,0.258405,0.293101
2019,United Nations Office of the High Commissioner for Refugees,Dominican Republic,0.044135,0.050061
2019,Central Government,Thailand,0.00041,0.000465
2019,International Union for the Conservation of Nature,"Bilateral, unspecified",0.245787,0.278789
2019,International NGO,Democratic Republic of the Congo,0,0
2019,World Health Organisation - assessed contributions,"Bilateral, unspecified",0.499076,0.566087
2019,Private sector in recipient country,North Macedonia,0.076859,0.087179
2019,International NGO,Cambodia,1.066591,1.209802
2019,Private sector in provider country,Senegal,0.195008,0.221192
2019,Private sector in provider country,"Europe, regional",0,0
2019,Private sector in recipient country,Uganda,0.116179,0.131778
2019,Private sector in recipient country,Democratic Republic of the Congo,0,0
2019,Private sector in provider country,Jordan,0.286028,0.324433
2019,Central Government,Sierra Leone,0.000109,0.000124
2019,Private sector in recipient country,Belarus,0.311532,0.353361
2019,Private sector in provider country,Côte d'Ivoire,0.00251,0.002847
2019,Private sector in provider country,Uganda,0.095601,0.108437
2019,International NGO,Dominican Republic,0.021662,0.024571
2019,Public Sector Institutions,"Bilateral, unspecified",10.77,0
2019,Recipient Government,Grenada,0.24603,0.260618
2019,Recipient Government,Cabo Verde,0.610511,0.646712
2019,Recipient Government,"Eastern Africa, regional",0.049756,0.052706
2019,Recipient Government,Chad,0,0
2019,Recipient Government,Guinea-Bissau,2.177861,2.306998
2019,Recipient Government,Togo,9.826375,10.409033
2019,Non-Governmental Organisation (NGO) and Civil Society,"Eastern Africa, regional",0.48,0.54445
2019,"University, college or other teaching institution, research institute or think-tank","Eastern Africa, regional",0.2,0.226854
2019,World Health Organisation - core voluntary contributions account,"Bilateral, unspecified",0.15,0.170141
2019,Non-Governmental Organisation (NGO) and Civil Society,"Europe, regional",0.174936,0.198425
2019,Non-Governmental Organisation (NGO) and Civil Society,"South America, regional",0.1,0.113427
2019,"University, college or other teaching institution, research institute or think-tank","Central America, regional",0.089873,0.10194
2019,Developing country-based NGO,"South Asia, regional",0.0485,0.055012
